,customer_id,gross_revenue,recency_days,qtde_invoices,qtde_items,qtde_products,avg_ticket,avg_recency_days,frequency,qtde_returns,avg_basket_size,avg_unique_basket_size,revenue_returned,cluster
3667,14808,2741.17,39.0,8,2147,235,11.664553191489363,-1.5392215686841626,0.06015037593984962,92.0,268.375,22.0,-440.8,8
3687,12830,6814.64,37.0,6,9848,38,179.33263157894737,-2.778343009512283,0.044444444444444446,0.0,1641.3333333333333,2.1666666666666665,0.0,8
3704,12798,6977.04,9.0,3,5256,8,872.13,-2.891989198919892,0.018633540372670808,0.0,1752.0,2.0,0.0,8
3768,17750,1781.28,4.0,9,3906,191,9.32607329842932,-6.208625829571241,0.05660377358490566,0.0,434.0,11.11111111111111,0.0,8
3779,21081,7847.429999999999,162.0,1,4136,704,11.146917613636363,-1.0,1.0,0.0,4136.0,703.0,0.0,8
3996,14456,3059.44,4.0,9,2871,968,3.160578512396694,-1.9947689625108977,0.06521739130434782,6.0,319.0,64.33333333333333,-13.52,8
4025,12627,4082.53,10.0,6,2730,224,18.225580357142857,-4.674895102753362,0.046153846153846156,0.0,455.0,26.833333333333332,0.0,8
4050,15372,2007.3999999999999,136.0,1,2924,27,74.34814814814814,-1.0,1.0,0.0,2924.0,27.0,0.0,8
4116,16984,4481.35,87.0,2,2423,407,11.010687960687962,-2.2544700699663127,0.047619047619047616,15.0,1211.5,177.0,-88.93,8
4122,12378,4008.62,129.0,1,2529,219,18.30420091324201,-1.0,1.0,0.0,2529.0,219.0,0.0,8
4193,21484,12172.09,120.0,1,2500,352,34.579801136363635,-1.0,1.0,0.0,2500.0,352.0,0.0,8
4232,15786,4932.2,45.0,3,3364,267,18.47265917602996,-1.930541368743616,0.043478260869565216,33.0,1121.3333333333333,85.66666666666667,-98.0,8
4238,12688,4873.8099999999995,113.0,1,3028,171,28.501812865497072,-1.0,1.0,0.0,3028.0,171.0,0.0,8
4305,13644,2624.26,15.0,4,2067,146,17.974383561643837,-4.015057262257951,0.044444444444444446,7.0,516.75,36.0,-26.74,8
4323,14096,53258.43,3.0,17,16336,5095,10.453077526987242,-3.536988110964333,0.17346938775510204,0.0,960.9411764705883,65.76470588235294,0.0,8
4439,14432,2255.51,9.0,6,2070,382,5.904476439790576,-4.384515006524576,0.075,0.0,345.0,42.666666666666664,0.0,8
4452,16360,3512.53,4.0,6,2144,662,5.305936555891239,-2.364204955496753,0.07142857142857142,16.0,357.3333333333333,60.833333333333336,-100.84,8
4469,18251,4314.72,86.0,1,7824,16,269.67,-1.0,1.0,0.0,7824.0,16.0,0.0,8
4583,15484,3594.31,1.0,4,3152,188,19.118670212765956,-3.7766209181258876,0.05128205128205128,16.0,788.0,33.75,-31.2,8
4631,13536,3448.29,1.0,7,2136,179,19.264189944134078,-3.6195986259265958,0.09333333333333334,0.0,305.14285714285717,13.0,0.0,8
4693,17528,3628.5,1.0,8,2138,253,14.34189723320158,-2.5184117835414668,0.11267605633802817,8.0,267.25,22.875,-88.4,8
4829,17509,6115.14,57.0,8,3534,366,16.708032786885248,-1.1,1.3333333333333333,4.0,441.75,9.375,-14.4,8
4864,13685,3119.44,2.0,7,5056,39,79.98564102564103,-1.621850718153991,0.1206896551724138,0.0,722.2857142857143,4.142857142857143,0.0,8
4870,17203,3563.85,35.0,6,2850,152,23.446381578947367,-1.4267515923566878,0.24,0.0,475.0,19.333333333333332,0.0,8
4883,14121,2780.15,3.0,4,2082,159,17.485220125786164,-2.5083038906636763,0.07017543859649122,4.0,520.5,37.0,-39.85,8
4893,12536,4279.71,58.0,1,2801,259,16.523976833976835,-1.9615384615384617,1.0,129.0,2801.0,259.0,-128.45,8
4947,14547,4007.54,3.0,8,2668,366,10.949562841530055,-2.1176470588235294,0.1568627450980392,10.0,333.5,24.75,-20.8,8
5109,15993,2788.87,8.0,7,2045,551,5.061470054446461,-1.5359297860669225,0.19444444444444445,9.0,292.14285714285717,47.714285714285715,-40.75,8
5179,22221,14855.529999999999,38.0,1,5197,1113,13.34728661275831,-1.0,1.0,0.0,5197.0,1109.0,0.0,8
5268,12357,6207.67,32.0,1,2708,131,47.38679389312977,-1.0,1.0,0.0,2708.0,131.0,0.0,8
5281,22312,52940.94,31.0,1,14149,101,524.1677227722772,-1.0,1.0,0.0,14149.0,101.0,0.0,8
5395,22383,50653.91,24.0,1,13956,99,511.6556565656566,-1.0,1.0,0.0,13956.0,99.0,0.0,8
5487,18139,8438.34,17.0,6,5557,159,53.07132075471698,-1.0,6.0,0.0,926.1666666666666,5.833333333333333,0.0,8
5656,22663,7848.73,3.0,1,2455,720,10.901013888888889,-1.0,1.0,0.0,2455.0,720.0,0.0,8
5674,16000,12393.7,2.0,3,5110,9,1377.0777777777778,-1.0,3.0,0.0,1703.3333333333333,3.0,0.0,8
5681,22696,7150.07,1.0,1,2150,748,9.558917112299465,-1.0,1.0,0.0,2150.0,748.0,0.0,8
